,test_run-1,test_run-2,test_run-3,test_run-4,test_run-5,test_run-6,test_run-7,test_run-8,test_run-9,test_run-10,test_run-11,test_run-12,test_run-13,test_run-14,test_run-15,test_run-16,test_run-17,test_run-18,test_run-19,test_run-20,test_run-21,test_run-22,test_run-23,test_run-24,test_run-25,test_run-26,test_run-27,test_run-28,test_run-29,test_run-30,test_run-31,test_run-32,test_run-33,test_run-34,test_run-35,test_run-36,test_run-37,test_run-38,test_run-39,test_run-40,test_run-41,test_run-42,test_run-43,test_run-44,test_run-45,test_run-46,test_run-47,test_run-48,test_run-49,test_run-50,test_run-51,test_run-52
"V_NewCapacity[ON,T_HDV_BS_DSL_HEV_N,2030]",0.0765021,-0.112402096,0.243322347,-0.322423298,-0.35145198,-0.433913914,-0.107492082,-0.450636078,0.458004845,0.035970476,-0.404123327,-0.19330005,-0.488563452,0.0765021,-0.019092938,-0.012386412,0.485760363,0.339793643,0.470206974,-0.272320405,0.363927207,-0.364902265,-0.291319741,-0.360118325,-0.210972732,-0.330510416,0.430034802,-0.112402096,-0.446679485,0.233549696,-0.3607654,0.097311065,0.484887117,-0.197536561,0.480405326,0.359800911,0.444763408,-0.172742134,0.113515938,0.100845772,-0.158624497,-0.109401499,0.306296116,0.399030213,0.399368421,-0.281881271,0.467538308,0.293065164,-0.349003246,0.399195951,0.008940229,0.059763077
"V_NewCapacity[ON,T_HDV_BS_DSL_HEV_N,2025]",0.061899939,0.147829804,-0.311382031,0.47969071,-0.234001847,0.170634257,-0.109808544,-0.143777904,0.178217872,-0.209024617,-0.246536545,-0.118840453,0.412525501,0.061899939,0.087457272,-0.38892633,-0.054286562,0.145591091,0.315468779,0.076456875,-0.160764468,0.468848288,0.446880458,0.391009678,0.12675432,0.141572662,-0.16560268,0.147829804,0.157354277,-0.074698841,0.359694891,-0.39905811,-0.242360643,-0.301420702,0.422527982,-0.315051854,0.248769272,-0.326661979,-0.06498027,0.194488785,-0.209058341,0.016330528,0.477920939,-0.13086281,-0.451269462,0.425248396,0.096945569,-0.267651758,0.027032917,-0.192559741,-0.324712461,0.12807002
"V_NewCapacity[ON,T_HDV_BS_DSL_PHEV_N,2050]",0.240220832,-0.184865019,0.488957274,-0.43469341,0.499927969,0.246241635,-0.050493536,0.361411567,0.457265475,0.125934027,0.000914677,-0.309537331,-0.010010918,0.240220832,0.326620306,0.167468849,-0.008078566,0.118693195,0.499016812,-0.088977054,-0.144021193,-0.383608766,-0.321735252,-0.146297445,-0.024721358,-0.268448746,-0.102726771,-0.184865019,-0.346182006,-0.004419232,0.287020904,-0.084520904,-0.058633157,-0.339845636,-0.04720701,-0.025870451,0.187844132,-0.469420355,0.21583111,0.247504955,0.081797636,0.431568044,0.176132181,0.132491139,-0.405634826,-0.238086811,-0.099854197,-0.214287617,0.124269032,-0.367164401,0.008124122,0.40115815
"V_NewCapacity[ON,T_HDV_BS_DSL_PHEV_N,2045]",-0.082587103,0.012163881,-0.245042068,-0.03022543,0.406075147,0.193847888,0.289811399,-0.265279193,0.005623533,-0.04085246,0.162579572,-0.113846402,0.070393351,-0.082587103,0.046614407,-0.268164238,-0.16306578,0.135278075,-0.234289714,0.499716935,-0.077541158,0.482169567,0.137862398,0.116538856,-0.092405268,0.497539266,0.301563113,0.012163881,0.453485543,-0.414861309,-0.461463359,0.062428674,-0.226680277,-0.301774174,0.395592903,-0.304187965,0.25435535,-0.461752622,-0.291613761,0.378742831,0.170693988,-0.237778901,-0.078677713,0.011464522,0.129733644,0.437703068,0.214816678,-0.390491429,0.119112044,0.499624909,-0.387691546,0.226440271
"V_NewCapacity[ON,T_HDV_BS_DSL_PHEV_N,2040]",0.129658733,0.201694762,-0.194836803,-0.194528618,0.25864271,0.079415558,0.217403464,0.25470233,-0.458362488,0.232190784,0.392448642,-0.336542617,0.21684049,0.129658733,-0.00826534,-0.135664985,0.225975246,-0.07755139,-0.224579197,0.377746664,-0.162857574,-0.203934487,0.073262609,0.461636776,-0.454845251,0.019988172,-0.056873228,0.201694762,0.129623648,0.479868571,-0.065437909,-0.45332478,0.256039369,0.132762037,-0.446884967,0.431442584,0.252285443,-0.290762327,-0.170144659,0.451579308,-0.060409602,0.256040017,-0.438970932,-0.264243476,-0.208672487,-0.148117868,-0.114433134,-0.304621291,-0.470130876,0.297850505,-0.385818883,-0.216900294
"V_NewCapacity[ON,T_HDV_BS_DSL_PHEV_N,2035]",0.010031287,0.236930501,-0.312723693,-0.417716421,0.268499896,0.17863291,0.356467885,-0.216582232,0.019416933,0.320929669,0.210407024,-0.151142456,0.492312973,0.010031287,0.462789083,0.016540445,-0.210324713,-0.251901096,-0.246817954,0.337691375,-0.42261091,0.359340582,0.172126637,0.073128599,-0.345071596,0.495392229,0.158558388,0.236930501,0.348343275,0.47965005,-0.28752995,-0.435418259,0.168588877,-0.153117867,-0.373409888,-0.209593264,-0.023787174,0.344746974,0.336908219,0.050017459,0.070453812,0.410458073,0.125749625,0.054345035,0.142159026,-0.242490284,-0.218460897,-0.497238938,-0.077966363,-0.239812817,-0.320467155,-0.262117611
"V_NewCapacity[ON,T_HDV_BS_DSL_PHEV_N,2021]",-0.36651478,-0.479847024,-0.333682789,0.446476406,-0.009421284,0.452598649,0.217600708,-0.309443328,0.047561733,0.072190069,0.088092998,0.0538141,0.253566573,-0.36651478,-0.340543673,-0.476418694,-0.322110152,0.344874474,-0.445655826,-0.480392325,0.134278947,0.223747169,-0.456782773,0.017944919,0.119252902,0.399407145,0.230112315,-0.479847024,-0.092154338,-0.330369777,0.322978004,-0.367611492,-0.210674409,0.351107415,0.380948542,-0.233824148,0.340339458,0.463280978,0.286150499,0.096174143,-0.141509984,0.076305924,0.440247293,-0.282803765,0.290715849,0.268086037,-0.023849719,-0.292660509,-0.413053831,-0.189317364,-0.445771302,-0.139263247
"V_NewCapacity[ON,T_HDV_BS_DSL_PHEV_N,2030]",0.255141279,-0.442963775,-0.194670418,0.047894314,-0.165733963,0.036722988,0.444905545,-0.469319251,0.170237426,-0.470989265,-0.272931067,-0.031038951,-0.346290048,0.255141279,-0.183292991,-0.023969768,0.371677153,0.226491068,-0.479637547,0.447357509,-0.316815895,0.359093705,0.353842328,0.403596862,-0.079661932,0.092661233,0.12675928,-0.442963775,0.038151981,-0.317436118,0.479214716,-0.088686032,0.421625889,-0.083001059,-0.294149092,0.061037221,-0.288936022,0.11322155,0.435069989,-0.456881206,-0.059524648,-0.008106557,-0.202354439,0.454175221,-0.422018951,0.419039172,-0.108212021,-0.070276561,-0.141464192,0.10095565,0.305491389,-0.445476017
"V_NewCapacity[ON,T_HDV_BS_DSL_PHEV_N,2025]",-0.251841244,0.040504064,-0.012258805,0.304861058,0.101468479,0.359052902,-0.116424279,-0.49742562,0.304061727,0.366526691,0.466539305,-0.194250374,0.159594328,-0.251841244,-0.232440264,-0.098863294,0.090909202,-0.366437396,0.360199055,0.142953093,0.278670561,-0.066960256,0.005082316,0.382769014,-0.1704101,0.22883432,0.240259662,0.040504064,0.188742542,0.211957131,-0.056034647,-0.189788411,-0.133973965,-0.462380493,0.440143543,-0.075309282,-0.410733047,0.310913573,-0.251399584,0.4844695,0.400856941,-0.245180447,0.02234005,-0.389737426,-0.383155122,0.388850779,0.414111018,-0.010901874,0.055916929,-0.167127915,0.105969334,-0.04628798
"V_NewCapacity[ON,T_HDV_BS_BEV_N,2050]",-0.123272666,-0.295164047,0.06891583,-0.16360057,0.294666289,0.144742241,0.480072739,-0.197181991,0.040232422,0.381879365,0.328721055,0.134964281,-0.019485069,-0.123272666,-0.323327914,-0.385307678,0.253591507,0.137681132,0.45904684,-0.136575027,-0.272629758,-0.394079433,0.018594326,0.236621486,-0.332307467,-0.445736067,-0.31848916,-0.295164047,-0.019555332,-0.227421924,-0.038029115,-0.294469507,-0.07478387,-0.289147238,-0.19087179,0.175217375,-0.025843515,-0.083628437,0.49177353,0.305380759,-0.307583645,0.275376412,-0.105836984,0.389627577,-0.027811604,-0.203788598,0.436196614,0.37272598,-0.340639769,-0.433961239,0.205183111,-0.282690041
"V_NewCapacity[ON,T_HDV_BS_BEV_N,2045]",0.439243249,0.231379269,0.008131519,-0.447642467,-0.10137099,0.479775056,0.154869304,-0.289616279,-0.33022405,0.332676415,0.173781435,-0.405282683,-0.35450748,0.439243249,0.459388587,0.164241002,-0.305525412,-0.063551891,0.213019898,0.4374561,-0.336496065,0.213816609,-0.13455454,0.453097442,0.463250856,-0.292477629,0.486613091,0.231379269,-0.074028398,0.194632923,-0.447427144,0.02454465,0.044425402,-0.251292062,-0.280610942,0.157303637,-0.038148584,0.200738509,-0.390676636,-0.230316886,0.464630863,0.132092323,-0.235113814,-0.095970806,0.250597037,-0.084027147,0.340439087,0.248190068,-0.257220878,0.07458825,-0.017476821,0.18220111
"V_NewCapacity[ON,T_HDV_BS_BEV_N,2040]",0.17879991,-0.309600071,-0.384725976,0.237240037,-0.411461043,-0.357811776,0.043853677,-0.166251478,-0.320433774,-0.23253764,0.321049875,-0.450790298,0.439437981,0.17879991,0.348961644,-0.404951023,-0.467800029,-0.245888765,-0.448647908,0.200200937,0.405019601,-0.379116956,-0.308554557,0.227544334,-0.006094717,0.117827959,-0.073100292,-0.309600071,-0.174165151,0.306317605,-0.041085809,-0.358905899,-0.293857686,0.305320792,0.4214998,0.011228299,-0.25653612,0.356023263,-0.084985119,-0.039426877,0.014741799,-0.350109654,-0.056796299,-0.208196378,0.281267632,-0.280709339,-0.320361293,-0.031871418,-0.026532972,-0.367790794,0.043117674,-0.412400436
"V_NewCapacity[ON,T_HDV_BS_BEV_N,2035]",-0.028211953,-0.107454269,-0.302045316,-0.039778648,0.128491646,0.019033463,0.345037861,0.080618463,0.179689183,0.282618527,-0.428680835,0.151001184,0.147084423,-0.028211953,-0.401623547,-0.047000355,0.074041645,0.2447086,-0.120903809,-0.18401489,0.079778035,-0.001565032,0.470978052,0.253533691,0.404577066,0.265622985,-0.438253192,-0.107454269,0.061334208,0.122919833,0.098040731,-0.430898333,-0.351886602,-0.111948788,-0.090718383,0.053025966,0.491723451,0.246221731,0.270156658,-0.327457162,0.240142814,-0.284409718,-0.413230151,0.212092259,0.157471114,0.062424119,-0.176942854,-0.346047779,-0.418605865,0.261826777,-0.431873637,0.201393687
"V_NewCapacity[ON,T_HDV_BS_BEV_N,2021]",0.086800589,0.184941079,-0.314163493,0.181765911,-0.188218399,-0.431422225,0.478618567,-0.022178724,-0.38557143,0.478979631,0.414330674,-0.003866488,-0.411385471,0.086800589,-0.252056789,-0.220469006,-0.178963736,0.1437042,-0.286364032,-0.463477659,-0.149360206,-0.181183585,-0.081582102,-0.000919166,-0.153793676,-0.425993185,-0.22410502,0.184941079,-0.472413793,-0.246425938,-0.147749131,0.447156815,0.431065422,0.225436831,-0.367339867,-0.200757106,0.406006278,-0.438047846,0.490535246,0.295065447,0.474087893,-0.192681887,-0.285931717,0.383241943,0.019244318,0.485886568,0.405424495,0.246662331,0.31441146,0.02002977,-0.485930445,-0.474550785
"V_NewCapacity[ON,T_HDV_BS_BEV_N,2030]",0.17333883,0.392154533,0.09006705,-0.199302466,0.094423751,-0.496951613,-0.330869754,0.300477609,-0.423959883,0.060147278,0.129334622,0.371045334,0.187428307,0.17333883,-0.242546764,-0.278829134,0.325149058,0.194226239,0.451705976,-0.367846553,-0.062256203,0.266706525,0.157432969,0.396304,0.479832955,-0.493255561,0.292158282,0.392154533,-0.305903892,0.37907796,0.13484852,-0.489115875,-0.141972431,-0.456466563,-0.473245953,0.195437013,0.112091582,0.392279916,0.090345892,-0.299050727,-0.457828826,0.336260477,0.31162852,0.342754536,-0.456617934,0.134192017,-0.184525403,0.318831401,-0.378511446,0.264382594,-0.494594694,-0.13621771
"V_NewCapacity[ON,T_HDV_BS_BEV_N,2025]",-0.476345123,0.105228085,-0.238682049,-0.026337712,-0.239846895,0.013098113,0.397356882,-0.339326785,-0.381967057,-0.478037693,0.374187453,-0.359005039,-0.438274711,-0.476345123,0.431219583,-0.182718064,-0.087691985,-0.385767759,-0.189361184,-0.365001925,0.470008277,-0.149629192,-0.377837209,0.409399404,0.232316147,-0.047355275,-0.42633108,0.105228085,-0.167274137,0.025866422,-0.284819231,-0.341713608,-0.284292516,-0.018516841,0.099697901,0.205313458,0.092731655,-0.289415191,-0.275839434,-0.096057313,-0.245484065,-0.293561892,0.197617424,-0.469838376,-0.105820065,-0.193003331,0.03542498,-0.304940033,0.168711548,0.363996908,-0.272289668,0.172584026
"V_NewCapacity[ON,T_HDV_BT_GSL_N,2050]",0.076322163,-0.461547318,0.084772688,0.148734538,0.362933021,0.366403012,0.144807014,0.047074907,-0.008836246,0.148615731,0.040954874,-0.159666178,-0.300883868,0.076322163,-0.118203754,-0.298506216,-0.365658249,-0.065411797,0.152597355,0.107533322,0.359588681,0.111447302,0.326400796,0.233864165,-0.257101242,0.264605423,-0.207249593,-0.461547318,0.324841548,-0.298033053,-0.478750093,0.278360062,-0.346588127,0.103520004,-0.165099912,-0.413384022,0.11486647,0.153242031,-0.085571935,0.37153316,-0.019018796,-0.426843074,-0.299291925,0.222657775,0.206299828,0.324878214,-0.176043211,-0.48472834,0.254742144,0.438259828,-0.097954303,-0.494147818
"V_NewCapacity[ON,T_HDV_BT_GSL_N,2045]",0.35038378,0.129739469,0.404519341,-0.397100818,-0.478277154,0.207947285,-0.048402093,-0.017775079,0.093100819,-0.427758302,-0.471523916,0.059569106,0.120756107,0.35038378,-0.161272034,-0.014477905,0.143220536,0.42189582,0.254840872,0.414572837,-0.123574764,-0.314572349,0.218114136,-0.102208567,0.324637852,-0.021792612,-0.313818528,0.129739469,0.49720845,-0.207425841,0.349539338,-0.332546946,0.101412864,0.053186494,-0.407911551,0.287482854,0.238131659,-0.093619798,-0.000614688,0.061280958,0.301271073,-0.491238897,-0.476058616,0.284407905,-0.0655301,-0.065326818,-0.196544997,-0.028074294,0.024489944,0.100950524,0.019910919,0.447793019
"V_NewCapacity[ON,T_HDV_BT_GSL_N,2040]",-0.206096331,-0.262183168,-0.459038274,0.345496416,0.47750538,-0.275875973,0.110206725,-0.314043702,0.340733677,0.308699468,0.093967708,0.188160025,0.35827944,-0.206096331,-0.355275428,0.092064035,0.02500566,0.059461446,0.214208978,-0.407217367,-0.363304268,0.004480178,-0.199861119,0.05984149,0.027571784,-0.078727302,-0.151100557,-0.262183168,0.086122251,-0.215150048,-0.390275668,-0.267471272,-0.439373211,0.318036415,0.030156311,-0.342011133,-0.24733184,-0.417857222,0.095099063,0.085519871,-0.133840624,-0.358216858,-0.255546673,-0.079328892,0.470475631,-0.320334075,-0.185449817,0.302337031,0.178494124,-0.227240174,0.034922465,-0.296856399
"V_NewCapacity[ON,T_HDV_BT_GSL_N,2035]",-0.48766751,-0.440491298,-0.036113833,0.36486169,-0.003059503,-0.35114981,0.409199317,-0.133365916,0.030823827,-0.384120907,-0.320313846,0.201212757,0.394247986,-0.48766751,0.141024906,-0.349276219,0.179462825,0.109498058,-0.471407932,-0.117202498,0.188011628,6.48E-05,0.100591526,0.105517163,-0.202396476,0.24833259,0.222642485,-0.440491298,0.448210897,0.134294934,-0.485413151,0.319870781,-0.367464077,0.125959112,-0.052858067,0.129054529,-0.485055877,0.242446785,-0.183264474,-0.087687225,0.31094932,-0.333099594,0.363692064,-0.373633413,-0.063722165,0.251035397,0.147929475,-0.161737616,-0.233248716,-0.008068855,-0.359634395,-0.118060909
"V_NewCapacity[ON,T_HDV_BT_GSL_N,2021]",0.203766786,-0.280610752,0.197027147,-0.459803915,0.443985163,-0.309934888,0.346424153,-0.358455545,-0.035292913,-0.097100531,-0.203394932,0.360726767,-0.185381846,0.203766786,0.347293411,0.401836353,-0.111291483,0.067472937,0.30014504,-0.318537044,0.206778448,0.45578669,-0.400090472,0.425644408,-0.077949948,0.184348571,0.440412284,-0.280610752,-0.233366428,-0.304423663,-0.299111607,-0.161618573,-0.316984007,0.298454298,0.042169469,0.135687177,0.329008973,-0.06418392,0.353795409,-0.477168631,-0.274894101,-0.228193544,-0.012540246,-0.062164212,-0.138866633,0.417250728,-0.295440312,-0.087616818,-0.185135137,-0.460473506,0.357429171,0.275649317
"V_NewCapacity[ON,T_HDV_BT_GSL_N,2030]",-0.121165,-0.031889774,-0.072278397,0.028607078,0.468592644,0.456033817,-0.049896549,0.386375741,0.413761908,-0.270750497,0.22507225,-0.00634421,-0.228067136,-0.121165,-0.084382614,0.410691832,-0.032561452,-0.037881448,0.444254706,-0.01379036,-0.091747273,-0.454327727,0.33749389,0.443927632,0.14840968,0.395593294,-0.297393937,-0.031889774,0.211828233,0.081579625,0.045149442,0.129114998,-0.187977513,-0.299425619,0.256171178,-0.495984571,0.171758081,0.394358448,0.259267927,0.403831685,-0.174908623,-0.401885802,0.148412934,0.165236563,0.268395675,0.156152719,0.038002623,0.198319244,-0.111198673,-0.376921968,-0.028130315,0.134394094
"V_NewCapacity[ON,T_HDV_BT_GSL_N,2025]",-0.164673481,-0.026960586,0.140550914,0.138723258,0.202089146,0.190431266,0.091873241,0.372386059,0.325680421,0.490610251,0.483885525,-0.300086181,-0.136557575,-0.164673481,-0.38722347,-0.061051971,0.012903315,-0.386864277,-0.362131054,-0.377404839,0.04359479,0.416959536,0.349000409,-0.44104596,0.27017426,-0.099359307,-0.103310046,-0.026960586,0.440315201,-0.462316874,-0.31595386,0.385482622,0.102751528,-0.040202677,-0.192302021,0.49017489,-0.480619802,0.46728811,-0.30512488,0.37024005,-0.180737109,-0.168050667,0.0233467,-0.184560702,-0.177666083,0.474012638,-0.197278163,-0.336266965,0.39911341,0.272614186,-0.325192844,0.340812279
"V_NewCapacity[ON,T_HDV_BT_DSL_N,2050]",-0.332212182,0.06631856,0.095807255,-0.063398782,-0.463419227,0.123696611,-0.400277126,-0.250903507,-0.066185549,-0.208342469,0.028470203,-0.036285358,0.063386608,-0.332212182,0.431581057,0.234922009,0.337477952,0.09641907,0.026864677,0.315719537,-0.300751703,-0.489766167,0.449823404,0.409930372,0.119296438,-0.407555408,-0.416177597,0.06631856,0.214541683,-0.333101475,-0.387205448,0.101894461,0.044565951,-0.101888009,-0.374229492,-0.216144382,0.124662725,-0.467576957,0.024016237,-0.01086368,0.224643299,-0.360401757,0.047705101,-0.07228519,0.137403583,-0.394206255,0.479495412,0.063322818,-0.195617596,0.272561741,0.153114421,0.14692918
"V_NewCapacity[ON,T_HDV_BT_DSL_N,2045]",0.072679702,0.362096255,0.304220946,0.265994156,0.49291679,0.001727165,-0.218928853,-0.254480241,-0.089753883,-0.146245606,0.035652592,0.48341353,0.160877951,0.072679702,0.06662321,-0.369784915,-0.031439627,0.095184891,-0.334463698,0.264994921,-0.197919061,-0.172441523,0.489282657,0.29932967,-0.456121308,0.180503774,0.20402752,0.362096255,0.100150968,0.102537768,0.439537411,0.470332093,0.364622471,-0.019660368,0.094018026,-0.190030313,-0.23719266,-0.479126834,0.105442222,0.32468332,-0.405049829,-0.22805263,-0.098784006,-0.31434734,0.139913891,0.02301857,-0.252573119,-0.114008158,-0.084001201,-0.448005739,-0.360068073,-0.065484062
"V_NewCapacity[ON,T_HDV_BT_DSL_N,2040]",-0.076973886,0.194752619,-0.271578991,-0.035968509,0.117054867,-0.233600065,-0.476001396,-0.338954737,0.419703,0.254413732,-0.331856534,-0.241689343,0.005000886,-0.076973886,0.259194041,0.134816161,0.007513752,-0.154457428,-0.343805164,0.468200793,-0.482530735,0.14708618,0.152711487,0.250182301,0.320714495,-0.240712802,-0.182867054,0.194752619,-0.02038986,0.062845092,0.487228887,-0.225024518,0.290141682,-0.42573883,0.113105594,-0.363113973,0.016073938,-0.378377359,0.373456316,0.162080128,0.120222893,-0.425183186,-0.13426887,0.006110044,-0.49206628,0.002050716,-0.262180595,-0.414755726,0.149086624,-0.304311183,0.045774197,0.493343864
"V_NewCapacity[ON,T_HDV_BT_DSL_N,2035]",-0.31256447,0.493451715,0.371900504,0.342107656,0.461086659,0.285722109,-0.461285779,0.185685047,0.332870008,0.438809978,-0.3378105,-0.035950587,-0.069206071,-0.31256447,0.26656641,0.024769457,0.133475459,0.001682882,0.314262128,0.465067671,0.427746493,-0.299466434,0.021645607,-0.149240567,-0.350134126,0.016583758,0.055981146,0.493451715,0.338349161,-0.125053069,-0.20338052,0.177435408,0.216791596,0.32890149,0.247038426,-0.321068627,-0.486398481,-0.462230273,0.412799292,-0.462051418,-0.008005229,0.159690491,-0.302938984,-0.081392129,0.046041244,0.311203748,0.094259446,-0.007861993,-0.314537314,-0.101381171,0.221640057,0.417230004
"V_NewCapacity[ON,T_HDV_BT_DSL_N,2021]",-0.140812152,-0.382287779,0.402237278,0.31614378,-0.306370441,0.381785367,-0.272494439,-0.46401736,-0.178739131,-0.431649701,0.380390921,0.188600368,0.018316997,-0.140812152,-0.026907393,-0.234914932,0.018524852,-0.238633826,-0.352968026,-0.415519046,-0.125493698,-0.184915089,0.271306312,0.171294913,-0.081085809,0.274632608,-0.349189276,-0.382287779,-0.30768715,0.030755924,0.452761919,-0.398522825,0.279190591,-0.105956494,0.053514463,0.327565929,0.297159117,0.409904395,-0.24921722,0.237057596,-0.416767304,-0.22379112,0.328224883,-0.142377855,0.170100402,0.419127254,0.349095668,-0.120320069,0.163499679,-0.064349118,0.107224807,0.49669531
"V_NewCapacity[ON,T_HDV_BT_DSL_N,2030]",0.034027213,-0.382280717,0.440570049,-0.175705279,-0.293346956,0.10947155,0.20987273,-0.414735966,0.234766137,-0.371486526,-0.322541178,-0.311038527,0.024595637,0.034027213,0.002333503,0.235060901,-0.112615457,-0.130225212,-0.250093702,0.360627401,0.38602859,0.409502278,-0.154818495,-0.379638899,0.127844109,0.300208545,-0.388411808,-0.382280717,-0.225602041,-0.354078665,-0.371138916,-0.368338485,0.418651732,-0.28676742,0.496752598,-0.042040517,-0.240981815,0.382924871,0.122987321,-0.290045829,-0.171826381,-0.381442903,-0.329703628,0.444504426,0.205941754,-0.277642351,-0.372918144,0.336227319,-0.176953588,0.305364395,-0.312126406,0.287941893
"V_NewCapacity[ON,T_HDV_BT_DSL_N,2025]",0.020965821,0.324592515,-0.468802296,0.064016649,0.177982923,0.293352525,0.268842285,0.23172747,-0.019570084,0.130101193,0.158375611,-0.338486731,-0.438559586,0.020965821,0.246753167,0.415376743,0.249952071,0.210371411,0.146568075,0.102456508,0.365339958,-0.414295209,0.080908262,-0.17768881,-0.176737423,-0.425963576,-0.308948625,0.324592515,-0.099983504,-0.01049809,0.385267646,0.398148283,0.395297515,-0.275739967,0.023548569,-0.304654548,0.03817823,0.094855673,0.143465857,0.109393988,0.232449099,-0.475786507,0.401580111,-0.456590595,-0.039289247,0.318758059,-0.020106798,0.11465886,-0.226675726,-0.170034318,0.18719575,0.296610676
"V_NewCapacity[ON,T_HDV_BT_DSL_HEV_N,2050]",0.255213593,-0.38157577,0.475322527,-0.201735723,0.183079537,0.478301702,0.40592764,0.267797558,0.32482143,-0.271406346,0.493349969,0.495804854,-0.027135563,0.255213593,0.030226716,-0.019522969,-0.116073921,0.466563264,0.225715354,-0.20462972,0.386893576,0.497239101,0.285525963,0.487428696,0.419061364,0.042572642,0.124116133,-0.38157577,0.37729611,0.203950236,-0.315701042,-0.395648165,0.071918513,0.026619576,0.038264973,0.023265401,0.178433676,0.439626552,0.174225317,-0.093472429,0.173767989,0.399812947,0.417781025,0.199658519,-0.413277308,0.076171647,-0.198166539,-0.077806149,0.053777918,-0.001515214,0.430898024,-0.124800426
"V_NewCapacity[ON,T_HDV_BT_DSL_HEV_N,2045]",-0.052246301,-0.49655241,-0.468933457,-0.409859546,0.113827989,-0.476216247,-0.41568891,0.448771654,-0.478547975,0.225969829,-0.244621226,-0.153707368,0.387526072,-0.052246301,0.377360133,0.096647364,0.420068913,0.105346761,-0.314183287,-0.360726314,0.299723932,-0.410912866,0.151248069,-0.311096451,-0.216729175,-0.138434615,0.194922191,-0.49655241,-0.297909513,-0.458793037,-0.2219806,0.205712074,0.393147346,0.17393093,-0.113744754,0.143938373,-0.009590506,-0.218640305,0.072394602,-0.430589611,-0.229627007,-0.161644287,-0.179129846,0.223982679,-0.042674073,0.377908981,-0.314945,0.153968199,0.175213955,-0.20619922,-0.235624793,0.106317631
"V_NewCapacity[ON,T_HDV_BT_DSL_HEV_N,2040]",0.126146835,-0.474295799,0.251619635,-0.170933791,-0.114181194,0.147094867,0.355432502,0.223769269,-0.017411964,0.050109916,-0.155024914,-0.021528337,-0.166321849,0.126146835,-0.049301568,0.443037008,-0.05474731,0.382646952,-0.336858569,0.450445201,0.287979202,0.323228655,-0.345383447,-0.095570657,0.313430695,0.268340185,0.430437125,-0.474295799,-0.410956828,0.14580814,0.462384113,-0.319784595,0.338336116,-0.455085918,-0.365455201,0.120653576,0.480284068,0.019586224,0.099951906,0.304442184,-0.077516567,0.451998749,-0.350204661,-0.48179785,-0.10989771,0.02474013,-0.439196821,-0.321747457,-0.097640335,0.472529403,0.028965907,0.210931233
"V_NewCapacity[ON,T_HDV_BT_DSL_HEV_N,2035]",-0.397608883,0.395822095,-0.062865198,-0.057983825,-0.242884643,0.24475168,0.062962799,-0.357541166,0.258423424,-0.376913941,-0.151416221,0.353261495,-0.436100384,-0.397608883,0.396705139,-0.002922622,0.241006161,0.357004434,-0.112854894,0.483392292,0.214018381,0.228456709,-0.319906393,0.17581786,0.363959262,-0.083454177,-0.286262956,0.395822095,-0.125685937,0.487681959,0.132460288,-0.000767412,0.410044177,0.048411861,0.342944392,0.379750384,-0.231672295,0.494915951,0.154595855,-0.365156007,0.36467171,0.410490624,-0.322713324,-0.389807468,-0.249628091,0.364871389,-0.397921015,-0.043291679,0.091331099,0.162533993,0.394137074,-0.074681974
"V_NewCapacity[ON,T_HDV_BT_DSL_HEV_N,2021]",0.377134215,-0.39967628,-0.024021103,0.219106037,0.467596026,-0.405713884,-0.357173072,-0.348241107,-0.148703196,0.362642055,-0.13548832,-0.08603319,0.003714939,0.377134215,0.426482414,-0.323227586,-0.228426118,-0.156796675,-0.468945339,-0.159624013,0.26172608,0.109016285,-0.465316325,-0.057133505,0.304010541,-0.143812465,-0.374402103,-0.39967628,0.131829698,-0.401538627,0.272495682,-0.192561149,0.065175241,0.321814368,0.161160078,0.268116079,0.089659417,-0.321106979,-0.363643004,-0.392498768,0.112471566,-0.408404105,0.38222183,-0.429537252,0.03906866,0.36736571,0.419884315,-0.432433337,0.436448593,0.252412649,-0.285532473,-0.249412508
"V_NewCapacity[ON,T_HDV_BT_DSL_HEV_N,2030]",-0.006182863,-0.191345907,0.194783181,0.278833748,0.305569047,0.104422934,0.455982532,0.497055741,-0.406802869,0.065457444,0.353046771,-0.060812606,0.207788582,-0.006182863,0.4769017,-0.072798106,0.46947976,-0.47671117,0.237414752,-0.454209179,-0.198936978,-0.208120676,0.469671171,-0.357726681,-0.381836372,0.139706036,-0.245459191,-0.191345907,0.217824608,-0.333860579,-0.352381372,-0.483431826,-0.208000594,-0.4359805,0.312086529,0.284223888,-0.38494885,-0.054807175,0.290723618,-0.115833945,0.02204759,-0.07408153,-0.449214445,0.482407894,-0.085956699,-0.040480356,0.112946613,-0.378327646,-0.114491124,-0.407558823,0.072318511,0.003088916
